food,caloric_value,fat,saturated_fats,monounsaturated_fats,polyunsaturated_fats,carbohydrates,sugars,protein,dietary_fiber,cholesterol,sodium,nutrition_density,health_score,health_score_norm,health_level
white cake,264,9.2,2.4,3.9,2.3,42.3,26.3,4.0,0.6,1.5,0.2,153.59,-50.217,64.60026004218196,1
coffeecake with chocolate frosting,298,9.7,2.5,5.1,1.3,48.4,0.0,4.5,1.8,62.1,0.3,99.233,4.725999999999999,67.34363515802256,1
popcorn cake,38,0.3,0.074,0.06,0.1,8.0,0.001,1.0,0.3,0.0,0.05,10.7,1.9495000000000005,67.20500091873582,1
banana cream pie,3190,161.3,44.6,67.8,39.0,390.2,143.0,52.2,8.3,604.9,2.8,1533.5,-286.377,52.80848552391909,2
baked apple pie mcdonalds,91,4.4,1.1,2.6,0.3,12.3,4.9,0.9,0.6,0.0,0.076,33.3,-9.45076,66.6357711788579,1
sponge cake,187,2.7,0.8,1.0,0.4,36.4,0.0,4.6,0.0,107.1,0.1,71.264,4.227999999999999,67.31876937334229,1
yellow cake,245,9.9,2.7,4.2,2.4,36.0,0.0,3.6,0.5,36.7,0.2,150.51,0.631,67.13916650688653,1
shortcake,98,4.0,1.1,1.7,1.0,13.7,0.0,1.7,0.0,0.8,0.1,78.182,0.34099999999999964,67.1246864314703,1
cherry pie,486,22.0,5.4,9.6,5.8,69.3,0.0,5.0,0.0,0.0,0.3,119.444,-3.303000000000001,66.94273679417122,1
dutch apple pie,397,15.8,3.2,7.9,2.9,61.0,30.2,3.0,2.2,0.0,0.3,110.281,-57.903,64.2164881123574,1
chocolate cake,352,14.3,5.2,5.7,2.6,50.7,0.0,5.0,1.5,55.1,0.3,130.2,-0.4540000000000004,67.08499105231202,1
marshmallow,64,0.033,0.045,0.035,0.06,16.3,11.5,0.4,0.013,0.0,0.039,17.445,-22.464389999999998,65.98598378631003,1
sugar apple,72,0.2,0.009,0.031,0.095,18.2,0.0,1.6,3.4,0.0,0.045,23.644,9.181549999999998,67.56610653740454,1
toffee,67,3.9,2.5,1.1,0.1,7.8,7.6,0.1,0.0,12.5,0.044,12.023,-20.17544,66.10027402294443,1
vanilla fudge with nuts,123,3.9,1.1,0.7,1.9,21.1,20.1,0.8,0.3,3.7,0.075,39.577,-40.637750000000004,65.07856439539194,1
peanuts chocolate coated,21,1.3,0.6,0.5,0.2,2.0,1.5,0.5,0.2,0.4,0.063,8.305,-3.05463,66.95513822979579,1
caramel with nuts chocolate coated,66,2.9,0.7,1.3,0.8,8.5,5.8,1.3,0.6,0.0,0.041,24.683,-9.85041,66.6158161369955,1
gingerbread,263,12.1,3.1,5.3,3.1,36.4,0.0,2.9,0.0,23.7,0.2,106.123,-2.0890000000000004,67.00335338574122,1
rolo nestle,24,1.0,0.6,3.4,2.9,0.2,0.078,0.009,0.0,0.0,0.0,1.234,-1.3425,67.04062709711437,1
vanilla fudge,108,1.5,1.0,0.4,0.084,23.2,22.6,0.3,0.0,4.2,0.04,35.944,-46.7924,64.77125475345925,1
halavah,328,15.1,2.9,5.7,5.9,42.3,0.0,8.7,3.2,0.0,0.1,95.618,13.649,67.7891720991915,1
praline,189,10.1,0.9,5.7,3.0,23.2,21.8,1.3,1.4,0.0,0.016,53.4,-40.65016,65.07794474802672,1
fruit juice bar,67,0.089,0.0,0.0,0.026,15.6,13.5,0.9,0.8,0.0,0.011,28.671,-24.05011,65.9068067339341,1
peanut brittle,138,5.4,1.2,2.3,1.3,20.2,14.5,2.1,0.7,3.4,0.1,36.343,-26.884999999999998,65.76525700635926,1
butterscotch,21,0.2,0.1,0.07,0.076,4.8,4.3,0.079,0.0,0.5,0.039,5.351,-8.68689,66.67391219681718,1
chocolate coffee beans,155,9.4,5.1,3.9,0.4,15.6,14.4,2.1,1.6,5.7,0.006,77.127,-32.70706,65.47455401367719,1
nougat with almonds,56,0.2,0.2,0.0,0.0,12.9,11.7,0.5,0.5,0.0,0.061,18.658,-22.05061,66.00664435736427,1
carob,135,7.8,7.3,0.1,0.028,14.1,8.5,2.0,1.0,0.3,0.015,25.013,-26.603150000000003,65.77933014172498,1
peanut butter fudge,62,1.1,0.3,0.5,0.3,12.4,11.7,0.6,0.1,0.5,0.085,21.055,-22.905849999999997,65.96394111702297,1
sugar coated almonds,17,0.6,0.016,0.4,0.1,2.4,2.2,0.4,0.013,0.0,0.021,6.936,-3.80621,66.9176108674464,1
chocolate coated marshmallow,118,4.7,1.3,2.6,0.5,19.0,12.5,1.1,0.6,0.0,0.002,39.096,-24.75002,65.87185932157352,1
raisins chocolate coated,390,14.8,10.3,3.1,0.6,68.4,62.2,4.1,3.1,3.0,0.021,178.329,-132.68021000000002,60.48276521506407,1
chewing gum sugarless,5,0.013,0.09,0.081,0.038,1.9,0.0,0.0,0.078,0.0,0.001,2.378,-0.024009999999999993,67.10646100965072,1
chewing gum,11,0.032,0.058,0.06,0.015,2.9,2.0,0.0,0.012,0.0,0.083,2.973,-4.092829999999999,66.9032995598057,1
chocolate syrup,109,0.4,0.2,0.1,0.011,25.4,19.4,0.8,1.0,0.0,0.061,33.955,-36.000609999999995,65.3101027985492,1
chocolate fudge syrup,67,1.7,0.8,0.7,0.086,12.0,6.6,0.9,0.5,0.2,0.084,24.726,-12.45284,66.48587343814911,1
m ms milk chocolate mars,207,8.9,5.5,2.2,0.4,29.9,26.7,1.8,1.2,5.9,0.018,86.651,-59.359179999999995,64.14377915987602,1
milk chocolate with almonds,216,14.1,7.3,4.9,1.2,21.9,18.0,3.7,2.5,7.8,0.051,134.811,-40.12851,65.10399140782283,1
chocolate fudge,70,1.8,1.1,0.5,0.055,13.0,12.4,0.4,0.3,2.4,0.032,24.119,-25.82432,65.81821813185059,1
milk chocolate with rice cereal,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.1076598600326,1
m ms peanut chocolate mars,93,4.7,1.8,1.5,0.6,10.9,9.1,1.7,0.7,1.4,0.017,36.623,-17.86417,66.21567872607292,1
dark chocolate,165,9.7,5.7,2.9,0.3,18.0,13.8,1.5,2.2,2.1,0.013,31.848,-32.37113,65.49132743345157,1
chocolate semisweet,806,50.4,29.8,16.7,1.6,107.4,91.6,7.1,9.9,0.0,0.042,233.9,-212.35041999999999,56.504728493592815,2
after eight mints nestle,36,1.0,0.7,0.0,0.0,6.7,5.6,0.1,0.2,0.0,0.025,9.163,-12.050249999999998,66.50597527801744,1
milk chocolate,37,2.1,1.3,0.5,0.036,4.2,3.6,0.5,0.2,1.6,0.045,20.464,-8.666450000000001,66.67493279247756,1
white chocolate,162,9.6,5.8,2.7,0.3,17.8,17.7,1.8,0.081,6.3,0.009,89.212,-44.20109,64.90064221631036,1
chocolate,208,14.0,8.2,4.6,0.4,24.8,21.1,1.6,2.3,0.0,0.001,53.6,-51.600010000000005,64.53120456252196,1
twix mars,146,7.2,5.5,0.9,0.2,18.8,14.0,1.4,0.3,2.0,0.064,27.86,-36.32064,65.29412328635797,1
kit kat nestle,62,3.3,2.2,0.6,0.097,7.6,6.5,0.7,0.2,1.1,0.022,11.843,-15.96122,66.31069548301538,1
snickers mars,280,13.6,5.2,4.5,1.7,35.1,28.8,4.3,1.3,7.4,0.1,54.826,-59.025,64.16046519988495,1
milky way mars,264,10.0,7.0,1.3,0.2,41.3,34.6,2.3,0.6,5.2,0.021,54.438,-78.60221,63.18294976112869,1
clif bar,235,4.0,1.0,0.7,1.5,44.5,21.5,10.0,5.0,0.0,0.1,378.2,-20.001,66.10898403796376,1
gum drops,18,0.042,0.05,0.1,0.012,4.4,3.5,0.0,0.0,0.0,0.008,4.418,-7.100079999999999,66.75314367430416,1
skittles wild berry mars,249,2.6,2.6,0.0,0.0,56.3,47.1,0.1,0.0,0.0,0.036,100.6,-99.25036,62.15196090179913,1
skittles original mars,251,2.7,2.6,0.0,0.0,56.3,47.0,0.1,0.0,0.0,0.025,100.5,-99.05024999999999,62.161952653149264,1
skittles tropical mars,251,2.7,0.0,0.0,0.0,56.3,47.0,0.1,0.0,0.0,0.095,100.7,-93.85095,62.4215604328444,1
fruit leather,52,0.4,0.025,0.2,0.05,12.0,6.9,0.029,0.0,0.0,0.0,33.811,-13.806500000000002,66.41828344198385,1
taffy,60,0.5,0.3,0.1,0.045,13.7,10.3,0.087,0.0,1.4,0.028,14.358,-21.08378,66.05491943086314,1
eisbonbons mac iver,23,0.0,0.0,5.6,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.1076598600326,1
caramels,39,0.8,0.3,0.2,0.4,7.8,6.6,0.5,0.0,0.7,0.015,23.208,-13.057149999999998,66.45569945754642,1
hard candy,24,0.067,0.0,0.0,0.0,5.9,3.8,0.0,0.0,0.0,0.021,6.182,-7.60021,66.72817153596651,1
jellybeans,4,0.043,0.0,0.0,0.0,1.0,0.8,0.0,0.083,0.0,0.076,1.216,-1.4347600000000003,67.03602043588023,1
jellies,56,0.069,0.033,0.059,0.071,14.7,10.8,0.005,0.2,0.0,0.016,16.779,-21.258660000000003,66.0461874460742,1
wheat germ toasted,115,3.2,0.5,0.5,2.0,14.9,2.3,8.7,4.5,0.0,0.06,49.3,16.449399999999997,67.92899969641772,1
crispy brown rice,124,1.1,0.2,0.3,0.5,27.5,2.9,2.3,2.3,0.0,0.086,42.6,1.8491399999999991,67.19998981401591,1
bran flakes asda,109,0.6,0.2,19.5,3.6,0.2,0.0,0.0,0.0,0.0,0.0,0.8,-0.4,67.08768734221711,1
amaranth cooked,251,3.9,0.0,0.0,0.0,46.0,0.0,9.3,5.2,0.0,0.095,185.2,24.349050000000002,68.32343944732048,1
triticale,645,4.0,0.7,0.4,1.8,138.5,0.0,25.1,0.0,0.0,0.049,243.5,36.24951000000001,68.9176448207267,1
barley raw,42,0.1,0.041,0.096,0.038,9.3,0.094,1.2,1.9,0.0,0.016,16.3,5.32984,67.37378567091683,1
bulgur dry,171,0.7,0.1,0.06,0.3,37.9,0.2,6.1,9.2,0.0,0.071,72.6,26.949289999999998,68.45327279663184,1
cottonseed kernels roasted,754,54.1,14.5,10.3,26.9,32.6,0.0,48.6,8.2,0.0,0.073,313.9,60.299270000000014,70.11848047087209,1
rice bran,373,24.6,4.9,8.9,8.8,58.6,1.1,15.8,24.8,0.0,0.036,213.0,61.29964000000001,70.16843023998977,1
chaptti roti indian bread,491,2.5,2.5,99.9,17.5,0.089,68.4,7.0,0.0,0.0,0.0,9.551,-131.3,60.55168088709936,1
quinoa cooked,222,3.6,0.4,1.0,2.0,39.4,1.6,8.1,5.2,0.0,0.026,90.6,18.549739999999996,68.03387239158917,1
dar vida swiss original,116,3.1,0.3,17.8,2.8,0.5,0.0,0.0,0.0,0.0,0.0,3.6,-0.6,67.07770108330936,1
teff cooked,255,1.6,0.0,0.0,0.0,50.0,0.0,9.8,7.1,0.0,0.053,197.2,28.899469999999997,68.55064780861535,1
couscous dry,650,1.1,0.2,0.2,0.4,134.0,0.0,22.1,8.7,0.0,0.031,209.3,50.14969000000001,69.61169880244783,1
weetabix weetabix,2078,11.5,396.1,68.9,57.4,0.0,0.0,0.0,0.0,0.0,0.0,11.5,-792.2,27.552088326462787,3
oat bran cooked,88,1.9,0.4,0.6,0.7,25.1,0.0,7.0,5.7,0.0,0.082,63.5,21.099179999999997,68.16116923113795,1
buckwheat cooked,155,1.0,0.2,0.3,0.3,33.5,1.5,5.7,4.5,0.0,0.053,57.8,14.14947,67.81416121416932,1
millet puffed,74,0.7,0.1,0.2,0.4,16.8,0.1,2.7,0.6,0.0,0.076,23.1,4.849240000000001,67.34978869076151,1
oat bran raw,23,0.5,0.077,0.2,0.2,4.9,0.1,1.3,1.2,0.0,0.036,65.9,3.9956399999999994,67.30716733774327,1
popcorn oil popped,64,4.8,0.8,1.1,2.6,5.0,0.027,0.8,0.9,0.0,0.018,12.109,1.34582,67.17485839484868,1
kamut cooked,251,1.6,0.0,0.0,0.0,52.4,0.0,11.1,6.7,0.0,0.038,92.5,30.049619999999997,68.60807628702905,1
wheat bran,125,2.5,0.4,0.4,1.3,37.4,0.2,9.0,24.8,0.0,0.015,122.1,61.89985000000001,70.19839950228486,1
cheese popcorn,58,3.7,0.7,1.1,1.7,5.7,0.0,1.0,1.1,1.2,0.002,24.284,2.28798,67.22190166331129,1
raisin bran crunch kelloggs,90,0.5,0.0,0.0,0.0,21.2,9.0,1.9,0.0,0.0,0.0,23.6,-15.15,66.35120074777106,1
couscous cooked,176,0.3,0.091,0.063,0.1,36.5,0.2,6.0,2.2,0.0,0.054,58.2,12.817459999999999,67.74765223053079,1
multigrain cheerios general mills,4,0.005,0.0,0.08,0.095,1.0,0.2,0.038,0.1,0.072,0.0,1.248,-0.14372000000000001,67.10048373438148,1
bulgur cooked,151,0.4,0.053,0.083,0.2,33.8,0.2,5.6,8.2,0.0,0.049,67.9,24.293509999999998,68.32066626322181,1
popcorn air popped,31,0.4,0.011,0.014,0.2,6.2,0.086,1.0,1.2,0.0,0.016,9.7,3.70584,67.29269724858595,1
teff raw,708,4.6,0.9,1.1,2.1,141.1,3.6,25.7,15.4,0.0,0.053,548.9,60.34947,70.12098702185793,1
spelt cooked,246,1.6,0.0,0.0,0.0,51.3,0.0,10.7,7.6,0.0,0.041,93.8,31.249589999999998,68.66799234253666,1
millet raw,756,8.4,1.4,1.5,4.3,145.7,0.0,22.0,17.0,0.0,0.013,215.1,64.19987,70.31324247834979,1
popcorn unpopped,106,1.2,0.2,0.3,0.7,20.9,0.3,3.1,3.6,0.0,0.001,31.1,10.849990000000002,67.6494139064647,1
whole wheat cooked,150,1.0,0.1,0.1,0.5,33.2,0.2,4.8,3.9,0.0,0.6,61.3,14.394,67.82637091362285,1
wheat sprouted,214,1.4,0.2,0.2,0.6,45.9,0.0,8.1,1.2,0.0,0.026,91.9,14.149739999999998,67.81417469561883,1
whole wheat dry,96,0.6,0.031,0.095,0.3,21.1,0.1,3.1,2.7,0.0,0.036,39.6,9.787640000000001,67.5963693957115,1
caramel popcorn,122,3.6,1.0,0.8,1.3,22.4,15.1,1.1,1.5,1.4,0.069,41.396,-27.564689999999995,65.73131920477424,1
wheat puffed,44,0.1,0.025,0.0,0.0,9.6,0.0,1.8,0.5,0.0,0.03,19.2,3.6497,67.28989410571054,1
roggenmischbrot sonnenblumenkerne aldi,82,3.1,9.9,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,-19.8,66.11902022816605,1
wheat germ,112,3.0,0.5,0.4,1.9,16.1,0.0,7.2,4.1,0.0,0.037,44.4,17.99963,68.00640468715048,1
microwave popcorn,465,26.3,12.7,9.2,3.6,49.8,0.3,7.3,8.7,0.0,0.6,93.352,2.343999999999998,67.22469881443135,1
millet cooked,207,1.7,0.3,0.3,0.9,41.2,0.2,6.1,2.3,0.0,0.046,57.6,12.749539999999998,67.74426089700573,1
kamut raw,627,4.1,0.4,0.4,1.1,130.9,15.2,27.3,16.9,0.0,0.012,180.788,43.54988,69.28216174543827,1
wheat durum,651,4.7,0.9,0.7,1.9,136.6,0.0,26.3,0.0,0.0,0.032,239.7,37.649680000000004,68.98755712140095,1
sorghum,651,6.3,0.9,1.9,2.6,143.3,0.0,21.7,12.1,0.0,0.045,245.6,54.94955,69.85136202585242,1
white wheat,657,3.3,0.5,0.4,1.4,145.7,0.8,21.7,23.4,0.0,0.094,264.3,76.74906,70.9398397804621,1
rye,571,2.8,0.3,0.4,1.3,128.2,1.7,17.5,25.5,0.0,0.078,219.0,73.24922,70.7650882385837,1
spelt raw,588,4.2,0.7,0.8,2.2,122.1,11.9,25.4,18.6,0.0,0.076,225.0,50.09924,69.60917976863836,1
buckwheat raw,41,0.4,0.007,0.1,0.1,8.6,0.0,1.6,1.2,0.0,0.054,14.3,4.7854600000000005,67.34660407279584,1
honey cereali general mills,104,2.0,21.2,3.0,188.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,-42.4,64.99057297159109,1
barley cooked,193,0.7,0.1,0.039,0.3,44.3,0.4,3.5,6.0,0.0,0.064,73.9,16.24936,67.9190114402582,1
oats,39,0.7,0.1,0.2,0.3,6.6,0.0,1.7,1.1,0.0,0.074,16.0,4.549259999999999,67.3348103010258,1
amaranth raw,37,0.7,0.1,0.2,0.3,6.5,0.2,1.4,0.7,0.0,0.077,26.4,2.8992299999999993,67.25242216709808,1
semolina,601,1.8,0.3,0.2,0.7,121.6,0.0,21.2,6.5,0.0,0.097,186.8,44.19902999999999,69.31457464528809,1
quinoa dry,221,3.6,0.4,1.0,2.0,38.5,0.0,8.5,4.2,0.0,0.026,85.7,20.349739999999997,68.12374872175887,1
wheat shredded,155,1.0,0.2,0.2,0.6,36.2,0.4,5.2,5.5,0.0,0.086,76.9,17.599140000000002,67.98640770300068,1
cattail,5,0.0,0.0,0.0,0.0,1.0,0.074,0.2,0.9,0.0,0.031,12.7,1.9516900000000001,67.20511026827086,1
peanut granola bar,116,5.7,0.8,1.7,2.9,15.0,8.2,2.4,0.7,0.0,0.006,34.218,-13.000059999999998,66.45855003515163,1
vanilla bluberry bar kind,49,1.4,8.4,2.5,0.7,0.9,0.096,0.0,0.0,0.0,0.0,2.3,-16.992,66.25922730323076,1
coconut granola bar,150,9.1,6.4,1.4,0.9,15.6,9.7,1.5,1.8,0.0,0.006,40.5,-26.350060000000003,65.7919672530598,1
almond granola bar,119,6.1,3.0,1.9,0.9,14.9,0.0,1.8,1.2,0.0,0.067,32.3,-0.9006700000000003,67.06268824098042,1
chocolate chip granola bar,105,3.9,2.7,0.6,0.3,17.3,0.0,1.8,1.1,0.0,0.062,43.38,-0.50062,67.08266325536061,1
fruit granola bar,82,0.2,0.034,0.032,0.093,18.6,13.3,1.4,1.8,0.0,0.028,24.1,-20.968280000000004,66.06068649538234,1
granola bar,99,4.2,0.5,0.9,2.5,13.5,6.0,2.1,1.1,0.0,0.084,34.5,-7.65084,66.72564351452401,1
peanut bar,209,13.5,1.9,6.7,4.3,19.0,16.9,6.2,1.6,0.0,0.059,71.9,-25.100589999999997,65.85435490764708,1
milk cereal bar,103,2.7,2.3,0.3,0.01,18.0,11.5,1.6,0.1,1.5,0.087,130.334,-25.01587,65.85858508692041,1
almond rice bar,128,5.7,1.1,2.1,2.2,18.1,0.0,2.0,1.0,0.0,0.0,52.5,2.8,67.247467484741,1
fruit nut squares,55,1.3,0.1,0.2,1.0,10.3,6.4,0.3,0.3,0.0,0.086,14.762,-11.950859999999999,66.51093794938166,1
rice wheat cereal bar,90,2.0,0.0,1.4,0.5,16.0,7.0,2.0,0.4,0.0,0.1,27.8,-10.200999999999999,66.59831072444317,1
crisped rice bar,113,3.8,1.5,1.1,1.0,20.4,0.0,1.4,0.6,0.0,0.01,33.9,0.29989999999999983,67.12263425526476,1
brown rice raw,685,5.4,1.1,2.0,1.9,142.9,1.6,14.7,6.5,0.0,0.086,214.8,29.64914,68.58807980219218,1
rice pilaf cooked,352,8.8,1.8,3.7,3.0,61.1,0.6,7.0,1.4,0.0,1.0,149.399,8.490000000000002,67.53157655066629,1
beef flavored rice raw,657,2.3,0.0,0.0,0.0,139.1,0.0,19.8,2.9,0.0,2.4,227.9,35.476,68.87902246508804,1
wild rice cooked,166,0.6,0.078,0.03,0.3,35.0,1.2,6.5,3.0,0.0,0.008,51.0,13.193919999999999,67.76644936567283,1
wild rice raw,571,1.7,0.2,0.3,1.1,119.8,4.0,23.6,9.9,0.0,0.051,191.7,46.799490000000006,69.44441897948424,1
congee with pork shrimp and squid plus egg,178,0.3,39.3,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,-78.6,63.18306010928963,1
white rice pasta cooked,246,5.7,1.1,2.3,1.9,43.3,0.0,5.1,5.1,2.0,1.1,77.7,15.619,67.88753674943277,1
chicken flavored rice raw,601,2.2,0.7,0.6,0.8,127.3,4.0,17.9,2.0,0.0,2.1,184.3,21.429,68.17763757070271,1
instant white rice raw,361,0.9,0.1,0.1,0.2,78.2,0.026,7.4,1.8,0.0,0.039,115.2,14.447610000000003,67.82904773032308,1
rice crisps,107,0.4,0.065,0.017,0.09,24.1,2.3,1.8,0.2,0.0,0.2,43.9,-1.6319999999999995,67.0261719873454,1
parboiled white rice raw,692,1.9,0.5,0.5,0.6,149.6,0.6,13.9,3.3,0.0,0.055,306.3,25.249450000000003,68.36839758492314,1
instant white rice cooked,193,0.8,0.088,0.1,0.032,41.4,0.0,3.6,1.0,0.0,0.001,62.9,7.223990000000001,67.46836303246732,1
rice pilaf raw,732,2.8,0.0,0.0,0.0,155.7,3.1,21.3,2.4,0.0,2.7,356.56,30.523,68.63171276323779,1
rice cracker cake,111,1.2,0.2,0.4,0.4,23.0,0.2,2.0,1.2,0.0,0.097,30.9,4.59903,67.33729538155498,1
parboiled white rice cooked,194,0.6,0.1,0.1,0.1,41.2,0.2,4.6,1.4,0.0,0.088,80.7,9.09912,67.56199070079572,1
white rice steamed,199,0.4,0.0,0.0,0.0,44.7,0.0,4.2,1.2,0.0,0.009,57.6,8.699910000000001,67.5420576287029,1
brown rice cake,35,0.3,0.062,0.083,0.005,7.3,0.047,0.7,0.4,0.0,0.024,9.8,1.6317599999999997,67.1891357492091,1
glutinous white rice raw,685,1.0,0.2,0.4,0.4,151.1,0.0,12.6,5.2,0.0,0.015,193.3,28.899849999999997,68.55066678250728,1
white rice pasta raw,600,4.0,0.7,1.0,1.6,122.8,0.0,15.3,0.0,3.3,3.0,224.6,21.487000000000002,68.18053358578597,1
glutinous white rice cooked,169,0.3,0.056,0.1,0.1,36.7,0.078,3.5,1.7,0.0,0.027,45.9,8.38173,67.52617048940658,1
brown rice cooked,218,1.6,0.3,0.6,0.6,45.8,0.7,4.5,3.5,0.0,0.086,75.9,11.74914,67.69430962994919,1
beef flavored rice cooked,319,7.9,2.1,3.5,2.9,54.4,0.0,7.0,1.5,0.0,0.9,97.7,9.291,67.57157151759179,1
white rice cooked,205,0.4,0.1,0.1,0.1,44.5,0.015,4.3,0.6,0.0,0.077,67.5,7.419229999999999,67.47811161841307,1
chicken flavored rice cooked,317,8.0,1.7,3.3,2.7,54.8,1.5,6.2,1.6,0.0,0.9,89.138,6.090999999999999,67.41179137506789,1
white rice raw,675,1.2,0.3,0.4,0.3,147.9,0.2,13.2,2.4,0.0,0.081,224.5,23.599189999999997,68.28599796679768,1
cheese imitation,441,36.2,6.6,16.0,12.0,1.1,1.1,28.3,0.0,17.0,0.8,863.2,26.872,68.44941360687694,1
cheshire cheese,110,8.7,5.5,2.5,0.2,1.4,0.0,6.6,0.0,29.1,0.2,198.767,-1.3930000000000016,67.03810556674017,1
monterey cheese,421,34.2,21.5,9.9,1.0,0.8,0.6,27.7,0.0,100.6,0.7,906.7,-3.6630000000000056,66.92476152813728,1
edam cheese,107,8.3,5.6,2.4,0.2,0.4,0.0,7.5,0.0,26.7,0.3,235.628,-0.2199999999999993,67.09667497523408,1
fontina cheese,420,33.6,20.7,9.4,1.8,1.7,1.7,27.6,0.0,125.3,0.9,657.4,-4.661999999999991,66.8748801648931,1
monterey cheese low fat,350,24.4,15.9,6.4,0.9,0.8,0.6,31.9,0.0,73.5,0.6,854.8,14.108999999999991,67.81214049467931,1
colby cheese,445,36.3,22.8,10.5,1.1,2.9,0.6,26.8,0.0,107.4,0.7,841.3,-7.681000000000001,66.72413758668073,1
american cheese,93,7.9,4.5,2.1,0.3,0.9,0.6,4.5,0.0,25.0,0.4,274.886,-3.704,66.9227143450612,1
blue cheese,106,8.6,5.6,2.3,0.2,0.7,0.2,6.4,0.0,22.5,0.3,174.154,-2.2279999999999984,66.99641293580034,1
nectarine,66,0.5,0.066,0.1,0.2,15.8,11.8,1.6,2.6,0.0,0.0,20.735,-16.132,66.30216821653406,1
kiwifruit gold,51,0.2,0.008,0.099,0.051,12.8,10.0,0.8,1.1,0.0,0.046,159.686,-16.61646,66.27797850158183,1
prickly pear raw,8,0.072,0.0,0.0,0.0,1.9,0.2,0.001,1.0,0.0,0.065,39.263,1.60085,67.1875923728949,1
pineapple,45,0.1,0.074,0.001,0.087,11.8,8.9,0.5,1.3,0.0,0.099,13.97,-14.59899,66.37871339037484,1
rowan,253,4.6,0.6,0.0,0.0,54.5,32.1,5.2,14.1,0.0,0.083,176.4,-29.400830000000003,65.63963835761992,1
muscadine grapes,3,0.056,0.0,0.0,0.0,0.8,0.0,0.014,0.2,0.0,0.024,3.38,0.42076,67.12866895152271,1
heidelbeeren jutro,17,0.2,0.039,2.5,2.4,0.4,0.0,0.0,0.0,0.0,0.0,0.6,-0.078,67.10376521905857,1
prunes stewed,316,0.7,0.085,0.5,0.1,83.2,0.0,3.4,0.0,0.0,0.039,157.8,4.929609999999999,67.35380166890359,1
tangerine,40,0.2,0.07,0.097,0.05,10.1,8.0,0.6,1.4,0.0,0.056,60.8,-12.440560000000001,66.48648659444605,1
prunes,237,0.5,0.057,0.3,0.1,62.3,0.0,2.6,0.0,0.0,0.076,118.3,3.7852400000000004,67.29666179337231,1
lemon peel,1,0.002,0.057,0.024,0.095,0.3,0.054,0.032,0.2,0.0,0.028,5.934,0.22572000000000003,67.11893035183587,1
banana,134,0.5,0.2,0.096,0.1,34.3,18.3,1.6,3.9,0.0,0.055,41.084,-26.80055,65.76947370418304,1
raspberries,5,0.034,0.005,0.063,0.098,1.2,0.4,0.1,0.7,0.0,0.054,2.207,0.7394599999999998,67.1445820550922,1
apricot,17,0.1,0.03,0.099,0.028,3.9,3.2,0.5,0.7,0.0,0.02,5.334,-4.3102,66.89244599431183,1
strawberry guava,4,0.008,0.039,0.004,0.041,1.0,0.0,0.01,0.3,0.0,0.059,4.931,0.53641,67.1344435057361,1
kiwifruit green,42,0.4,0.095,0.084,0.2,10.1,6.2,0.8,2.1,0.0,0.096,13.588,-7.1909600000000005,66.74860591825649,1
figs,37,0.2,0.068,0.008,0.078,9.6,8.1,0.4,1.5,0.0,0.049,30.4,-12.736489999999998,66.4717104264532,1
clementine,35,0.1,0.0,0.0,0.0,8.9,6.8,0.6,1.3,0.0,0.044,10.954,-10.100439999999999,66.60333181542198,1
orange,86,0.2,0.008,0.099,0.005,21.6,17.2,1.7,4.4,0.0,0.0,28.073,-23.065999999999995,65.9559446202026,1
bartlett pear,112,0.3,0.0,0.0,0.0,26.6,17.2,0.7,5.5,0.0,0.047,57.1,-22.350469999999998,65.99167195938388,1
red white currants,63,0.2,0.043,0.091,0.089,15.5,8.3,1.6,4.8,0.0,0.056,106.1,-4.686560000000002,66.87365385229923,1
blueberries,84,0.5,0.047,0.043,0.2,21.4,14.7,1.1,3.6,0.0,0.015,26.767,-20.64415,66.0768707258812,1
mulberries,6,0.049,0.004,0.016,0.065,1.5,1.2,0.2,0.3,0.0,0.021,2.163,-1.50821,67.03235298229636,1
java plum,2,0.029,0.0,0.0,0.0,0.5,0.0,0.034,0.0,0.0,0.063,1.624,0.050370000000000005,67.1101748993385,1
prune puree,46,0.02,0.038,0.0,0.0,11.7,7.0,0.4,0.6,0.0,0.036,12.709,-12.27636,66.4946853130093,1
applesauce,102,0.2,0.028,0.036,0.09,27.5,22.9,0.4,2.7,0.0,0.031,30.923,-39.85630999999999,65.11758270619627,1
blackberries raw,62,0.7,0.076,0.03,0.4,13.8,7.0,2.0,7.6,0.0,0.05,97.0,4.047499999999999,67.30975677467804,1
plum,30,0.2,0.062,0.003,0.022,7.5,6.5,0.5,0.9,0.0,0.0,9.21,-10.574,66.57968635158022,1
american grapes,2,0.087,0.029,0.082,0.074,0.4,0.4,0.035,0.09,0.0,0.056,0.93,-0.6260600000000002,67.07639987377368,1
peach,59,0.4,0.034,0.1,0.1,14.3,12.6,1.4,2.3,0.0,0.0,18.643,-18.568,66.18053558303775,1
honeydew melon,64,0.2,0.055,0.049,0.1,16.1,14.4,1.0,1.4,0.0,0.062,61.5,-24.61062,65.87881974403221,1
